item_url,title,sku,price,category,image,description
https://www.profile-education.co.uk/lever-arch-desktop-unit,Lever Arch Desktop Unit,LADU,£105.90,Stationery & Office,https://www.profile-education.co.uk/user/products/large/LADU-lever-arch-desktop-unit-with-props-jpg.jpg,"Materials:

Manufactured from laminated particleboard with strong corrugated fibreboard insets.

Overall dimensions (H x W x D):

410 x 610 x 355 mm"
https://www.profile-education.co.uk/SKU-CFB,Colour Filing Boxes,CFBMX6,£14.79,Stationery & Office,https://www.profile-education.co.uk/user/products/large/CFBASS-colour-filing-boxes-product.jpg,"Materials:

Manufactured from tough corrugated fibreboard in eleven curriculum subject colours.

Overall dimensions (H x W x D):

355 x 85 x 280 mm"
https://www.profile-education.co.uk/class-store-range-wallet-store,Class Store Range Wallet Store,WALLET,£23.43,Stationery & Office,https://www.profile-education.co.uk/user/products/large/WALLET-foolscap-wallet-store-red-with-props.jpg,"Materials:

Manufactured from tough corrugated fibreboard.

Overall dimensions (H x W x D):

250 x 370 x 170 mm"
https://www.profile-education.co.uk/a4-multistore,A4 Multistore,A4MS,£41.76,Stationery & Office,https://www.profile-education.co.uk/user/products/large/A4MS-A4-multistore-compartments-blue-with-props.jpg,"Materials:

Made from tough corrugated fibreboard.

Overall dimensions (H x W x D):

300 x 480 x 245 mm"
https://www.profile-education.co.uk/a4-library-boxes,A4 Library Boxes,LL2/10RD,£19.20,Stationery & Office,https://www.profile-education.co.uk/user/products/large/LL2:10RD-A4-library-boxes-red-with-props.jpg,"Materials:

Manufactured from tough corrugated fibreboard.

Overall dimensions (H x W x D):

300 x 105 x 245 mm"
https://www.profile-education.co.uk/36-section-literature-organiser,36 Section Literature Organiser,AB488,£158.36,Stationery & Office,https://www.profile-education.co.uk/user/products/large/AB488-36-section-literature-organiser-with-props.jpg,"Materials:

Manufactured from beech coloured laminated particleboard with strong corrugated fibreboard insets.

Overall dimensions (H x W x D):

875 x 740 x 302 mm

Pigeon holes: 70 x 230 x 300 mm"
https://www.profile-education.co.uk/24-section-literature-organiser,24 Section Literature Organiser,AB450,£121.32,Stationery & Office,https://www.profile-education.co.uk/user/products/large/AB450-24-section-literature-organiser-lifestyle-product-props.jpg,"Materials:

Manufactured from beech coloured laminated particleboard with strong corrugated fibreboard insets.

Overall dimensions (H x W x D):

620 x 740 x 302 mm

Pigeon holes: 70 x 230 x 300 mm"
https://www.profile-education.co.uk/12-section-literature-organiser,12 Section Literature Organiser,AB444,£101.66,Stationery & Office,https://www.profile-education.co.uk/user/products/large/AB44-12-section-literature-organiser-lifestyle-product-props.jpg,"Materials:

Manufactured from beech coloured laminated particleboard with strong corrugated fibreboard insets.

Overall dimensions (H x W x D):

310 x 740 x 302 mm

Pigeon holes: 70 x 230 x 300 mm"
https://www.profile-education.co.uk/school-book-browser,School Book Browser,BBMX,£23.03,Stationery & Office,https://www.profile-education.co.uk/user/products/large/BBMX-school-book-browser-4-assorted-coloured-with-props.jpg,"Materials:

Manufactured from tough corrugated fibreboard.

Overall dimensions (H x W x D):

150 x 210 x 240 mm"
https://www.profile-education.co.uk/ring-binder-filing-module,Ring Binder Filing Module,MODULE-RB,£85.87,Stationery & Office,https://www.profile-education.co.uk/user/products/large/MODULE-RB-ring-binder-filing-modules-oysters-with-props.jpg,"Materials:

Manufactured from tough corrugated fibreboard.

Overall dimensions (H x W x D):

383 x 585 x 295 mm"
https://www.profile-education.co.uk/ring-binder-desktop-unit,Ring Binder Desktop Unit,RBDU,£105.88,Stationery & Office,https://www.profile-education.co.uk/user/products/large/RBDU-ring-binder-desktop-unit-with-props.jpg,"Materials:

Manufactured from beech coloured laminated particleboard with strong corrugated fibreboard insets.

Overall dimensions (H x W x D):

410 x 610 x 355 mm"
https://www.profile-education.co.uk/register-filapocket-red,Register Filapocket Red,FIL1-REG,£20.49,Stationery & Office,https://www.profile-education.co.uk/user/products/large/FIL1-REG LR RGB.jpg,"Materials:

Made from heavy duty polypropylene.

Overall dimensions (H x W x D):

395 x 330 x 50 mm

Pocket: 275 x 50 mm"
https://www.profile-education.co.uk/quarter-round-units,Quarter Round Units,QRU1,£257.55,Stationery & Office,https://www.profile-education.co.uk/user/products/large/QRU:1-quarter-rounds-unit-curve-in-with-props.jpg,"Materials:

Manufactured from strong 15mm MDF with rounded and profiled edges. Tested to meet relevant safety standards.

Overall dimensions (H x W x D):

700 x 1175 x 310 mm

Age range: 2+"
https://www.profile-education.co.uk/mobile-large-storage-unit,Mobile Large Storage Unit,MLSU1,£170.74,Stationery & Office,https://www.profile-education.co.uk/user/products/large/MLSU:1-mobile-large-storage-unit-with-props.jpg,"Manufactured from 15mm Beech Melamine faced MDF with rounded, polished corners and lockable castors. Supplied flat packed with simple assembly instructions. Complete the set and combine with the Curved Units Product Code QRU/1 and QRU/2.

H700 x W1000 x D310mm"
https://www.profile-education.co.uk/maple-adult-bookcase,Maple Adult Bookcase,MAPADLT-V2,£591.37,Stationery & Office,https://www.profile-education.co.uk/user/products/large/MAPADLT-mapl-adult-bookcase-product.jpg,"Materials:

Manufactured from strong 15mm MDF with rounded and profiled edges. Tested to meet relevant safety standards.

Overall dimensions (H x W x D):

1470 x 1170 x 350 mm

Age range: 2+"
https://www.profile-education.co.uk/basic-book-display-unit,Basic Book Display Unit,KB1-GY19026-V01,£100.65,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB1-GY19026-V01-basic-book-stand-product-with-child-4.jpg,"Materials:

Manufactured from 18mm Maple Plywood.

Overall dimensions (H x W x D):

800 x 800 x 390 mm

Age range: 3+"
https://www.profile-education.co.uk/alphabet-rocks-learning-rug,Alphabet Rocks Learning Rug,PRM008,£490.83,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/PRM008-alphabet-rocks-learning-rug-artwork-1-lr-rgb.jpg,"Materials:

Manufactured from commercial twist 6mm pile which is 100% nylon and offers plush appearance with durability which is ideal for the classroom. Meets relevant safety standards.

Overall dimensions (H x W):

2570 x 3600 mm

Age range: 2+"
https://www.profile-education.co.uk/abstract-leaf-rug,Abstract Leaf Rug,PRM005,£228.01,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/PRM005-artwork-lr-rgb.jpg,"Materials:

Manufactured from 100% hard wearing nylon with 6 mm pile. Tested to meet relevant safety standards.

Overall dimensions (H x W x D):

6 x 1780 x 2565 mm

Age range: 2+"
https://www.profile-education.co.uk/6-compartment-book-display,6 Compartment Book Display,MAPDISP6,£249.54,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/MAPDISP6-6-compartment-book-display-product.jpg,"Materials:

Manufactured from strong 15mm MDF with rounded and profiled edges. Tested to meet relevant safety standards.

Overall dimensions (H x W x D):

645 x 595 x 400 mm

Internal compartments (W): 275 mm

Age range: 2+"
https://www.profile-education.co.uk/3-shelf-curved-storage-units-and-ottomans-set,3 Shelf Curved Storage Units and Ottomans Set,KB1-AZ121SET,"£1,718.69",Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB1-AZ121SET-complete-set-ottaman-and-curved-chelves-classroom-product-10.jpg,"Materials:

Shelf units are made from 15 mm Maple MDF and ottoman is made from a high quality PVC.

Ottomans supplied fully assembled, units supplied flat packed for easy assembly.

Overall dimensions (H x W x D):

Shelf unit: 1155 x 1360 x 600 mm

Ottoman: 430 x 1000 x 700 mm

Age range: 3+"
https://www.profile-education.co.uk/3-shelf-curved-storage-unit,3 Shelf Curved Storage Unit,KB1-AZ12112-V01-30,£379.53,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB1-AZ12112-V01-30-curved-shelves-close-up-1.jpg,"Materials:

Made from 15 mm Maple MDF.

Overall dimensions (H x W x D):

1155 x 1360 x 600 mm

Age range: 3+"
https://www.profile-education.co.uk/oops-a-daisy,,,,,,
https://www.profile-education.co.uk/1-sided-seat-browser-unit,1 Sided Seat & Browser Unit,MAPSEATBROW1,£393.04,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/MAPSEATBROW1-1-sided-seat-and-browser-unit-with-child.jpg,"Materials:

Manufactured from strong 15mm MDF with rounded and profiled edges. Tested to meet relevant safety standards.

Overall dimensions (H x W x D):

600 x 1330 x 545 mm

Browser compartment: 250 x 220 x 310 mm

Seat: 260 x 1330 x 250 mm

Age range: 2+"
https://www.profile-education.co.uk/colour-block-scandi-rug,Colour Block Scandi Rug,KB3-DT3042B,£140.12,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB3-DT3042B-colour-blocks-nordic-lifestyle-boy-7.jpg,"Materials:

Manufactured from durable tightly woven nylon with a 3mm pile and latex anti-slip backing for strength and support.

Overall dimensions (H x W x D):

3 x 2400 x 2000 mm

Age arange: 2+"
https://www.profile-education.co.uk/calm-mountains-rug,Calm Mountains Rug,PRM004,£228.01,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/PRM004-calm-mountains-rugs-classroom-with-model.jpg,"Materials:

Manufactured from 100% hard wearing nylon with 6 mm pile. Tested to meet relevant safety standards.

Overall dimensions (H x W x D):

6 x 1780 x 2565 mm

Age range: 2+"
https://www.profile-education.co.uk/book-display-and-storage-unit,Book Display and Storage Unit,MAPRSU,£323.05,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/MAPRSU-book-display-and-storage-unit-product.jpg,"Materials:

Manufactured from strong 15mm MDF with rounded and profiled edges. Tested to meet relevant safety standards.

Overall dimensions (H x W x D):

915 x 885 x 350 mm

Internal Shelves (W x D): 275 x 275 mm

Age range: 2+"
https://www.profile-education.co.uk/teddy-book-display-and-storage-unit,Book Display and Storage Unit,GP1-MS328N-V03-30,£194.40,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/GP1-MS328N-V03-30-teddy-book-display-with-storage-unit-product-with-child-6.jpg,"Materials:

Manufactured from 18mm Maple Plywood.

Overall dimensions (H x W x D):

800 x 1200 x 390 mm

Age range: 3+"
https://www.profile-education.co.uk/elegant-height-adjustable-rectangle-table-4-chairs,Elegant Height Adjustable Rectangle Table & 4 Chairs,KB4-EAX8060BUN1,£290.56,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB4-EAX8060BUN1-elegant-4-seat-rectangle-table-and-4-260mm-chairs-product-1.jpg,"Materials:

Manufactured from sturdy 48mm tubular metal powder coated legs. 28mm thick natural Maple wood top. Meet EN1729 dimensional and safety standards.

Overall dimensions (H x W x D):

Table: 390/620 x 800 x 600 mm

Size 1

Chairs: 500 x 360 x 330 mm

Seat height: 260 mm

Age range: 3 to 4

SIze 2

Chairs: 540 x 370 x 370 mm

Seat height: 310 mm

Age range: 4 to 6

Size 3

Chairs: 590 x 370 x 370 mm

Seat height: 350 mm

Age range: 6 to 8"
https://www.profile-education.co.uk/elegant-height-adjustable-fan-table-4-chairs,Elegant Height Adjustable Fan Table & 4 Chairs,KB4-EAX212BUN1,£314.28,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB4-EAX212BUN1-elegant-fan-table-and-4-260mm-chairs-product-1.jpg,"Materials:

Manufactured from sturdy 48mm tubular metal powder coated legs. 28mm thick natural Maple wood top. Meet EN1729 dimensional and safety standards.

Overall dimensions (H x W x D):

Table: 390/620 x 1270 x 680 mm

Size 1

Chairs: 500 x 360 x 330 mm

Seat height: 260 mm

Age range: 3 to 4

SIze 2

Chairs: 540 x 370 x 370 mm

Seat height: 310 mm

Age range: 4 to 6

Size 3

Chairs: 590 x 370 x 370 mm

Seat height: 350 mm

Age range: 6 to 8"
https://www.profile-education.co.uk/double-sided-book-stand,Double Sided Book Stand,KB1-NWA041,£168.83,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB1-NWA041-double-sided-book-stand-product-with-child-2.jpg,"Materials:

Manufactured from 18mm Maple Plywood.

Overall dimensions (H x W x D):

600 x 600 x 390 mm

Age range: 3+"
https://www.profile-education.co.uk/deco-carpet-rectangle,Deco Carpet - Rectangle,KB3-DT329B,£101.29,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB3-DT329B-grey-rectangle-rug-close-up-lr-rgb.jpg,"Materials:

Manufactured from durable, tightly woven nylon with a 3mm pile and a latex anti-slip backing for strength and support

Overall dimensions (W x D):

W2000 x D1500 mm

Age range: 2+"
https://www.profile-education.co.uk/colour-space-rectangle-rug,Colour Space Rectangle Rug,KB3-DT3001,£180.03,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB3-DT3001-colour-space-rug-lifestyle-boy-2.jpg,"Materials:

Manufactured from durable tightly woven nylon with a 3mm pile and a latex anti-slip backing for strength and support. Meets relevant safety standards.

Overall dimensions (H x W x D):

3 x 2400 x 2000 mm

Age range: 2+"
https://www.profile-education.co.uk/large-shapes-learning-rug,Large Shapes Learning Rug,CPR3090,£490.83,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/CPR3090-large-shapes-rug-artwork-1.jpg,"Materials:

Manufactured from commercial twist 6mm pile which is 100% nylon and offers plush appearance with durability which is ideal for the classroom. Meets relevant safety standards.

Overall dimensions (H x W x D):

6 x 2570 x 3600 mm

Age range: 2+"
https://www.profile-education.co.uk/large-numbers-learning-rug,Large Numbers Learning Rug,CPR739,£490.83,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/CPR739-large-numbers-rug-artwork-1.jpg,"Materials:

Manufactured from commercial twist 6mm pile which is 100% nylon and offers plush appearance with durability which is ideal for the classroom. Meets relevant safety standards.

Overall dimensions (H x W x D):

6 x 2570 x 3600 mm

Age range: 2+"
https://www.profile-education.co.uk/large-alphabet-learning-rug,Large Alphabet Learning Rug,CPR3091,£490.83,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/CPR3091-large-alphabet-rug-artwork-1.jpg,"Materials:

Manufactured from commercial twist 6mm pile which is 100% nylon and offers plush appearance with durability which is ideal for the classroom. Meets relevant safety standards.

Overall dimensions (H x W x D):

6 x 2570 x 3600 mm

Age range: 2+"
https://www.profile-education.co.uk/geometric-shapes-scandi-round-rug,Geometric Shapes Scandi Round Rug,KB3-DT3039B,£141.15,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB3-DT3098-geometric-scandi-round-rug-artwork-1.jpg,"Materials:

Manufactured from durable tightly woven nylon with a 3mm pile and latex anti-slip backing for strength and support

Overall dimensions (H x Dia):

3 x 2000 mm

Age range: 2+"
https://www.profile-education.co.uk/emotions-round-rug,Emotions Round Rug,KB3-DT3038B,£141.15,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB3-DT3038B-emotions-rug-lifestyle-children-5.jpg,"Materials:

Manufactured from durable tightly woven nylon with a 3mm pile and latex anti-slip backing for strength and support

Overall dimensions (H x Dia):

3 x 2000 mm

Age range: 2+"
https://www.profile-education.co.uk/elegant-height-adjustable-round-table-4-chairs,Elegant Height Adjustable Round Table & 4 Chairs,KB4-EAX85BUN1,£308.07,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB4-EAX85BUN1-elegant-round-table-and-4-260mm-chairs-product-1.jpg,"Materials:

Manufactured from sturdy 48mm tubular metal powder coated legs. 28mm thick natural Maple wood top. Meet EN1729 dimensional and safety standards.

Overall dimensions (H x W x D):

Table: 390/620 x 800 x 800 mm

Size 1

Chairs: 500 x 360 x 330 mm

Seat height: 260 mm

Age range: 3 to 4

SIze 2

Chairs: 540 x 370 x 370 mm

Seat height: 310 mm

Age range: 4 to 6

Size 3

Chairs: 590 x 370 x 370 mm

Seat height: 350 mm

Age range: 6 to 8"
https://www.profile-education.co.uk/elegant-height-adjustable-rectangle-table-6-chairs,Elegant Height Adjustable Rectangle Table & 6 Chairs,KB4-EAX202BUN1,£374.64,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB4-EAX202BUN1-elegant-6-seat-rectangle-table-and-6-260mm-chairs-product-1.jpg,"Materials:

Made from sturdy 48mm tubular metal powder coated legs. 28mm thick natural Maple wood top. Meet EN1729 dimensional and safety standards.

Overall dimensions (H x W x D):

Table: 390/620 x 1200 x 600 mm

Size 1

Chairs: 500 x 360 x 330 mm

Seat height: 260 mm

Age range: 3 to 4

SIze 2

Chairs: 540 x 370 x 370 mm

Seat height: 310 mm

Age range: 4 to 6

Size 3

Chairs: 590 x 370 x 370 mm

Seat height: 350 mm

Age range: 6 to 8"
https://www.profile-education.co.uk/mini-beasts-rug,Mini Beasts Rug,KB3-DT3040B,£140.12,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB3-DT3040B-mini-beasts-rug-artwork-1.jpg,"Materials:

Manufactured from durable tightly woven nylon with a 3mm pile and latex anti-slip backing for strength and support.

Overall dimensions (H x W x D):

3 x 2400 x 2000 mm

Age range: 2+"
https://www.profile-education.co.uk/marine-rug,Marine Rug,KB3-DT3037B,£140.12,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB3-DT3037B-marine-rug-artwork-1.jpg,"Materials:

Manufactured from durable tightly woven nylon with a 3mm pile and latex anti-slip backing for strength and support

Overall dimensions (H x W x D):

3 x 2400 x 2000 mm

Age range: 2+"
https://www.profile-education.co.uk/number-logs-learning-rug,Number Logs Learning Rug,PRM009,£490.93,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/PRM009-number-logs-learning-rug-artwork-1.jpg,"Materials:

Manufactured from commercial twist 6mm pile which is 100% nylon and offers plush appearance with durability which is ideal for the classroom. Meets relevant safety standards.

Overall dimensions (H x W):

2570 x 3600 mm

Age range: 2+"
https://www.profile-education.co.uk/neutral-squares-rug,Neutral Squares Rug,PRM006,£490.14,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/PRM006-large-neutral-squares-rug-classroom.jpg,"Materials:

Manufactured from 100% hard wearing nylon with 6 mm pile. Tested to meet relevant safety standards.

Overall dimensions (H x W x D):

6 x 3600 x 2570 mm

Age range: 2+"
https://www.profile-education.co.uk/neutral-oval-rugs,Neutral Oval Rugs,PRM001,£228.80,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/PRM001-neutral-oval-biscuit-rug-with-model.jpg,"Materials:

Manufactured from 100% hard wearing nylon with 6 mm pile. Tested to meet relevant safety standards.

Overall dimensions (H x W x D):

6 x 2870 x 1980 mm

Age range: 2+"
https://www.profile-education.co.uk/multi-function-book-stand,Multi Function Book Stand,KB1-NWA005,£207.53,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB1-NWA005-multi-function-book-stand-product-1.jpg,"Materials:

Manufactured from 18mm Maple Plywood.

Overall dimensions (H x W x D):

850 x 835 x 390 mm

Age range: 3+"
https://www.profile-education.co.uk/sitting-stars-learning-rug,Sitting Stars Learning Rug,PRM007,£490.83,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/PRM007-sitting-stars-learning-rug-artwork-1.jpg,"Materials:

Manufactured from commercial twist 6mm pile which is 100% nylon and offers plush appearance with durability which is ideal for the classroom. Meets relevant safety standards.

Overall dimensions (H x W):

2570 x 3600 mm

Age range: 2+"
https://www.profile-education.co.uk/round-carpets,Round Carpets,KB3-DT330B-95,£128.89,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB3-DT3308-95-grey-round-rug-product-1-lr-rgb.jpg,"Materials:

Manufactured from durable, tightly woven nylon with a 3 mm pile and a latex anti-slip backing for strength and support.

Overall dimensions (Diameter):

2000 mm

Age range: 2+"
https://www.profile-education.co.uk/river-rectangle-rug,River Rectangle Rug,KB3-DT3024,£152.70,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB3-DT3024-river-rug-rectangle-2400mm-x-2000mm-product.jpg,"Materials:

Manufactured from durable tightly woven nylon with a 3mm pile and a latex anti-slip backing for strength and support. Meets relevant safety standards.

Overall dimensions (H x W x D):

3 x 2400 x 2000 mm

Age range: 2+"
https://www.profile-education.co.uk/modern-thrifty-group-table,Modern Thrifty Group Table,KB4-LT203GREY,£303.90,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB4-LT203-GREY-thrifty-group-table-LR-RGB.jpg,"Materials:

Manufactured from sturdy 34mm tubular metal legs with a 25mm hardwearing wood top. Tested to meet EN1729 standards.

Overall dimensions (H x W x D):

390/620 x 1800 x 1200 mm

Age range: 2 to 8"
https://www.profile-education.co.uk/oval-runway-scandi-rug,Oval Runway Scandi Rug,KB3-DT3041B,£200.60,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB3-DT3041B-oval-runway-nordic-lifestyle-boy-5.jpg,"Materials:

Manufactured from durable tightly woven nylon with a 3mm pile and latex anti-slip backing for strength and support.

Overall dimensions (H x W x D):

3 x 3000 x 2000 mm

Age range: 2+"
https://www.profile-education.co.uk/modern-thrifty-flower-table,Modern Thrifty Flower Table,KB4-LT211GREY,£261.08,Early Years Furniture,https://www.profile-education.co.uk/user/products/large/KB4-LT211GREY-thrifty-flower-table-matching-chairs-LR-RGB.jpg,"Materials:

Manufactured from sturdy 34mm tubular metal legs with a 25mm hardwearing wood top. Tested to meet EN1729 standards.

Overall dimensions (H x D):

390/620 x 1200 mm

Age range: 2 to 8"
https://www.profile-education.co.uk/emotions-chalkboards,Emotions Chalkboards,GP2-T042,£138.80,Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/GP2-T042-emotions-chalkboards-3mm-set-of-5-brick-wall.jpg,"Materials:

Manufactured from 3mm expanded PVC - a lightweight but rigid material for indoor or outdoor use. Tested to relevant safety standards.

Overall dimensions (H x W x D):

1200 x 825 x 3 mm

Age range: 3+"
https://www.profile-education.co.uk/double-messy-table,Double Messy Table,HW1-S035-1,£749.73,Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/HW1-S035-1 HW1-S035-2 HW1-S035-3 LR RGB.jpg,"Materials:

Manufactured from the finest durable pinewood which has natural patterns and grains for great aesthetic appeal. Our pinewood is pre- treated to provide maximum resistance against rot and decay. Tested to relevant safety standards.

Overall dimensions (H x W x D):

560 x 1600 x 600 mm

Age range: 3+"
https://www.profile-education.co.uk/construction-blocks,Construction Blocks,GP2-T056,£255.41,Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/GP2-T056-outdoor-construction-blocks-small-set-with-child.jpg,"Materials:

Manufactured from high tensile strength woodgrain HDPE (highly weather resistant) – low maintenance. HDPE is a sustainable choice for the environment and is 100% recyclable.

Small set includes:

Square Block (160x160x160mm)

Arch Bloc Fan-Shaped

(

240x160x240mm)

Square Block (320x160x320mm)

Long Plate (640x160x405mm)

Square Block (320x160x160mm)

Slide Block (680x160x160mm)

Square Block (160x160x80mm)

Joint Block (Dia 40x90mm)

Medium set includes:

Square Block (160x160x80mm)

Square Block (160x160x160mm)

Rectangle Block (160x160x320mm)

Arch Block Fan-Shaped (240x160x240mm)

Slide Block (680x160x160mm)

Square Block (320x160x320mm)

Triangle Block (160x320mm)

Rectangle Block (160x160x640mm)

Long Plate (640x160x405mm)

Joint Block (Dia 40x90mm)

Large set includes:

Square Block (320x160x160mm)

Arch Block (320x160x160mm)

Cone (160x160x160mm)

Brick Block (213x106x533mm)

Red Brick Block (213x106x533mm)

Square Block (160x160x160mm)

Column (160x320mm)

Tube Block M (60x310mm)

Tube Block S    (60x150mm)

Triangle Block (160x320mm)

Long Plate (320x640mm)

Rectangle Block (160x160x320mm)

Long Plate (640x160x405mm)

Joint Block (Dia 40x90mm)

Age range: 3+"
https://www.profile-education.co.uk/childrens-retreat-playhouse,Children's Retreat Playhouse,RETREAT,£670.52,Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/RETREAT FEATURES.jpg,"Materials:

Manufactured from tongue and groove Scandinavian redwood timber (FSC and ideal for outdoor use - treated).

Overall dimensions (H x W x D):

1370 x 1830 x 1220 mm

Age range: 3+"
https://www.profile-education.co.uk/childrens-potting-shed,Children's Potting Shed,PCPSDO,"£1,577.75",Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/PCPSDO-childrens-potting-shed-delivery-only-cut-out-with-child-2.jpg,"Materials:

Manufactured from tongue and groove Scandinavian redwood timber (FSC and ideal for outdoor use - treated).

Overall dimensions (H x W x D):

1730/1380 x 2000 x 1850 mm

Age range: 3+"
https://www.profile-education.co.uk/childrens-gazebo,Children's Gazebo,PGAZDO,"£1,006.57",Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/PGAZIN-kids-gazebo-with-installation-cut-out-with-child.jpg,"Materials:

Manufactured from tongue and groove Scandinavian redwood timber (FSC and ideal for outdoor use - treated).

Overall dimensions (H x W x D):

2100 x 2070 x 1950 mm

Fence height: 670 mm

Bench: 310 x 1760 x 405 mm

Age range: 3+"
https://www.profile-education.co.uk/childrens-den-playhouse,Children's Den Playhouse,DEN,"£1,109.50",Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/DEN FEATURES.jpg,"Materials:

Manufactured from tongue and groove Scandinavian redwood timber (FSC and ideal for outdoor use - treated).

Overall dimensions (H x W x D):

1850 x 1830 x 1830 mm

Age range: 3+"
https://www.profile-education.co.uk/childrens-cottage-playhouse,Children's Cottage Playhouse,COTTAGE,"£1,456.82",Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/COTTAGE-childrens-cottage-without-installation-outdoor-with-children.jpg,"Materials:

Manufactured from tongue and groove Scandinavian redwood timber (FSC and ideal for outdoor use - treated).

Overall dimensions (H x W x D):

1790 x 2130 x 2130 mm

Age range: 3+"
https://www.profile-education.co.uk/alphabet-chalkboard-squares-set,Alphabet Chalkboard Squares Set,ABC-CHALK,£125.15,Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/ABC-CHALK FULL RANGE LR RGB.jpg,"Materials:

Manufactured from 3mm expanded PVC - a lightweight but rigid material for indoor or outdoor use. Tested to relevant safety standards.

Overall dimensions (H x W):

1000 x 1000 mm

Age range: 2+"
https://www.profile-education.co.uk/mini-gym-set-4,Mini Gym Set 4,YJ0013-SET15,£694.23,Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/YJ0013-SET15 LR RGB.jpg,"Materials:

Made from a combination of resilient powder coated galvanized steel and compact grade waterproof laminate.

Overall dimensions (H x W x D)

Trestle: 1200 x 740 x 740 mm

Rock climber: 1200x 340 mm

Age range: 3+"
https://www.profile-education.co.uk/mini-gym-set-3,Mini Gym Set 3,YJ0013-SET14,£416.13,Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/YJ0013-SET14 LR RGB.jpg,"Materials:

Made from a combination of resilient powder coated galvanized steel and compact grade waterproof laminate.

Overall dimensions (H x W x D)

Trestle: 900 x 540 x 540 mm

Long ladder: 1200x 340 mm

Age range: 3+"
https://www.profile-education.co.uk/mini-gym-set-2,Mini Gym Set 2,YJ0013-SET12,£322.89,Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/YJ0013-SET12 LR RGB.jpg,"Materials:

Made from a combination of resilient powder coated galvanized steel and compact grade waterproof laminate.

Overall dimensions (H x W x D)

Trestle: 600 x 440 x 440 mm

Walkboard: 900 x 250 mm

Age range: 3+"
https://www.profile-education.co.uk/mini-gym-set-1,Mini Gym Set 1,YJ0013-SET11,£306.79,Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/YJ0013-SET11-mini-gym-set-1-dimensions.jpg,"Materials:

Made from a combination of resilient powder coated galvanized steel and compact grade waterproof laminate.

Overall dimensions (H x W x D)

Trestle: 300 x 440 x 440 mm

Magical Mushrooms: 820 x 250 mm

Age range: 3+"
https://www.profile-education.co.uk/little-garden-square-planter,Little Garden Square Planter,HW1-S250-ASET,£219.31,Early Years Outdoor Resources,https://www.profile-education.co.uk/user/products/large/HW1-S250-A-little-garden-square-planter-close-up.jpg,"Materials:

Manufactured from the finest durable pinewood which has natural patterns and grains for great aesthetic appeal. Our pinewood is pre- treated to provide maximum resistance against rot and decay. Meets relevant safety standards.

Overall dimensions (H x W x D):

150 x 1040 x 1040 mm

Age range: 2+"
